uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,provide information on wind turbines,give information on wind turbines|giving information on wind turbines|providing information on wind turbines|wind turbine information giving|wind turbine information providing|wind turbines information giving|wind turbines information providing
http://data.europa.eu/esco/skill/80a8eafd-8827-4e63-93f5-8ab91550a75d,perform rail operations risk management,develop railway operations risk mitigation strategies|develop risk mitigation strategies for railway operations|develop strategies to mitigate risks in rail operations|develop strategies to mitigate risks in railway operations|identify and manage risks in rail operations|identify and manage risks in railway operations|perform railroad operations risk management|perform railway operations risk management|perform risk management for rail operations|perform risk management for railroad operations|perform risk management railway operations
http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,handle cybersecurity incidents,analyse cybersecurity incidents|handle cybersecurity incidents in production facilities|monitor security logs|monitor the security of digital systems|respond to cyber incidents
http://data.europa.eu/esco/skill/8300443c-c793-4102-bff5-aa917a0cb39f,define roadmap for blockchain in applications,create a blockchain roadmap in applications
http://data.europa.eu/esco/skill/8360f128-ef04-41f6-8fd0-203f41dc05dc,receive appropriate permissions for use of recorded audiovisual examples,Gaining appropriate permissions for use of recorded audiovisual examples|receive appropriate permission for use of recorded audiovisual examples|receive appropriate permissions for recorded audiovisual example use|receiving appropriate permissions for use of recorded audiovisual examples
http://data.europa.eu/esco/skill/865540ca-6566-45d8-b9bb-0df53d5eeb55,audit closed vehicle rental contracts,assess closed vehicle rental contracts|audit a closed vehicle rental contract|audit of closed vehicle rental contracts|auditing closed vehicle rental contracts|check closed vehicle rental contracts|examine closed vehicle rental contracts|test closed vehicle rental contracts
http://data.europa.eu/esco/skill/86945516-619a-456e-b0d0-2fb31d927992,perform surveying calculations,carry out surveying calculations|carrying out surveying calculations|make surveying calculations|making of surveying calculations|making surveying calculations|performance of surveying calculations|performing of surveying calculations|performing surveying calculations|survey calculation making|surveying calculation performance
http://data.europa.eu/esco/skill/87b1c959-236d-4761-b3be-b1c729497f75,fluid mechanics,liquefied mechanics|liquefied mechanisms|liquid mechanics|liquid mechanisms|plasma mechanics|plasma mechanisms|solvent mechanics|solvent mechanisms
http://data.europa.eu/esco/skill/87b3e2f5-ff05-489a-a13b-9e5b3aff5fee,provide library information,distribute library information|make library information available|provide library info|providing library information|supply library information
http://data.europa.eu/esco/skill/89732ae0-bf39-4fe3-928a-726c74ae8c63,set up props in a timely manner,arrange props on time|set up props appropriately|set up props on time
http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,implement smart contracts,apply smart contracts
http://data.europa.eu/esco/skill/8a8bf6e7-a404-4c7f-9e89-ce2e15980913,work out odds,calculate the odds|forecast the odds|work odds out|working out the odds
http://data.europa.eu/esco/skill/8b9332c7-2551-4527-9a64-a615713d8b02,evaluate employees,assess casino staff|assess employees|evaluate casino employees|evaluate casino workers|evaluate workers at casino|gather information about employees|give exams to employees|make assessment of employees|make evaluation of employees|test employees
http://data.europa.eu/esco/skill/8dcc1c68-1ebe-412b-b437-cab3c26da509,record data from biomedical tests,analyse data from biomedical tests|analyze data from biomedical test|record data from a biomedical test|record data from biomedical test|use IT to record and analyse data from biomedical tests
http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,digital curation,digital research curation
http://data.europa.eu/esco/skill/93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd,develop blockchain technology,incorporate blockchain technology|integrate blockchain technology
http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,collaborate with engineers,collude with engineers|collude with servicing operatives|cooperate with engineers|cooperate with servicing operatives|engage with engineers|engage with servicing operatives|interface with engineers|interface with servicing operatives
http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba,information governance compliance,company policy compliance|governance information compliance|information compliance governance
http://data.europa.eu/esco/skill/9ba355be-f119-42b6-a7d6-52f6ce2e4a3f,design circuits using CAD,CAD circuit design|circuit design using CAD|design basic circuits using CAD|design circuits using computer assisted design software|designing circuits using CAD|designing of circuits using CAD|use CAD software for circuit design|use CAD to design circuits|using CAD to design circuits
http://data.europa.eu/esco/skill/9bb98cbd-cfb0-49e9-b1f2-9496233eee07,train staff in beer knowledge,educate staff in beer knowledge|instruct staff in beer knowledge|teach staff in beer knowledge|train staff in knowledge of beer
http://data.europa.eu/esco/skill/9bcfccac-8920-4024-9aef-a06f8c035063,follow reporting procedures,follow report procedures|follow reporting procedure|following reporting procedures|heed reporting procedures|mind reporting procedures|respect reporting procedures
http://data.europa.eu/esco/skill/9be4cfa6-53c3-424c-aeba-ee1eb6b7c2e4,write railway investigation reports,compose written summary of railway inquiry|compose written summary of railway investigation|produce railway inquiry reports|produce railway investigation reports|summarise findings of railway inquiry|summarise findings of railway investigation|write railway inquiry reports|write reports on railway investigations
http://data.europa.eu/esco/skill/9f8ace7a-46e0-4c00-a51c-a0ba9babe9de,draw make-up sketches,design make-up sketches|draw sketches for make-up|outline make-up sketches|sketch make-up drawings
http://data.europa.eu/esco/skill/a1ded3c7-f3e2-45c9-aa01-e4e84d5f69c8,direct an artistic team,direct artistic teams|directing artistic team|head artistic team|lead artistic team|supervise artistic team
